Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Sweden,Consumer Spending,1990-06-30T00:00:00,309910,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1990-09-30T00:00:00,307656,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1990-12-31T00:00:00,303656,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1991-03-31T00:00:00,307499,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1991-06-30T00:00:00,307765,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1991-09-30T00:00:00,306127,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1991-12-31T00:00:00,309531,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1992-03-31T00:00:00,308906,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1992-06-30T00:00:00,303842,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1992-09-30T00:00:00,301908,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1992-12-31T00:00:00,296770,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1993-03-31T00:00:00,303044,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1993-06-30T00:00:00,306421,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1993-09-30T00:00:00,305788,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1993-12-31T00:00:00,305972,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1994-03-31T00:00:00,309288,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1994-06-30T00:00:00,308511,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1994-09-30T00:00:00,310309,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1994-12-31T00:00:00,314425,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1995-03-31T00:00:00,311966,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1995-06-30T00:00:00,314772,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1995-09-30T00:00:00,314066,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1995-12-31T00:00:00,314830,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1996-03-31T00:00:00,315948,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1996-06-30T00:00:00,317021,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1996-09-30T00:00:00,322372,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1996-12-31T00:00:00,322794,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1997-03-31T00:00:00,325324,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1997-06-30T00:00:00,330676,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1997-09-30T00:00:00,329776,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1997-12-31T00:00:00,331980,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1998-03-31T00:00:00,334336,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1998-06-30T00:00:00,338422,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1998-09-30T00:00:00,342040,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1998-12-31T00:00:00,346415,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1999-03-31T00:00:00,347837,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1999-06-30T00:00:00,349450,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1999-09-30T00:00:00,354137,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,1999-12-31T00:00:00,364366,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2000-03-31T00:00:00,368822,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2000-06-30T00:00:00,374307,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2000-09-30T00:00:00,376056,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2000-12-31T00:00:00,374940,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2001-03-31T00:00:00,376748,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2001-06-30T00:00:00,376935,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2001-09-30T00:00:00,377936,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2001-12-31T00:00:00,376297,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2002-03-31T00:00:00,383697,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2002-06-30T00:00:00,384838,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2002-09-30T00:00:00,385126,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2002-12-31T00:00:00,388104,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2003-03-31T00:00:00,388291,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2003-06-30T00:00:00,389299,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2003-09-30T00:00:00,393637,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2003-12-31T00:00:00,395857,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2004-03-31T00:00:00,401044,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2004-06-30T00:00:00,398849,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2004-09-30T00:00:00,403343,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2004-12-31T00:00:00,406379,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2005-03-31T00:00:00,409046,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2005-06-30T00:00:00,412064,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2005-09-30T00:00:00,418011,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2005-12-31T00:00:00,421016,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2006-03-31T00:00:00,422268,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2006-06-30T00:00:00,427108,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2006-09-30T00:00:00,428486,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2006-12-31T00:00:00,434016,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2007-03-31T00:00:00,437804,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2007-06-30T00:00:00,440853,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2007-09-30T00:00:00,448886,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2007-12-31T00:00:00,453508,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2008-03-31T00:00:00,449907,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2008-06-30T00:00:00,449924,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2008-09-30T00:00:00,446632,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2008-12-31T00:00:00,441500,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2009-03-31T00:00:00,447300,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2009-06-30T00:00:00,451063,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2009-09-30T00:00:00,453077,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2009-12-31T00:00:00,455002,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2010-03-31T00:00:00,467169,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2010-06-30T00:00:00,466278,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2010-09-30T00:00:00,471889,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2010-12-31T00:00:00,475622,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2011-03-31T00:00:00,477977,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2011-06-30T00:00:00,482032,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2011-09-30T00:00:00,479415,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2011-12-31T00:00:00,479266,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2012-03-31T00:00:00,482143,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2012-06-30T00:00:00,481635,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2012-09-30T00:00:00,484019,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2012-12-31T00:00:00,486696,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2013-03-31T00:00:00,487888,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2013-06-30T00:00:00,489236,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2013-09-30T00:00:00,494054,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2013-12-31T00:00:00,497773,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2014-03-31T00:00:00,500426,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2014-06-30T00:00:00,506801,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2014-09-30T00:00:00,506456,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2014-12-31T00:00:00,512051,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2015-03-31T00:00:00,519573,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2015-06-30T00:00:00,522277,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2015-09-30T00:00:00,528485,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2015-12-31T00:00:00,533073,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2016-03-31T00:00:00,536850,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2016-06-30T00:00:00,534000,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2016-09-30T00:00:00,539636,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2016-12-31T00:00:00,540847,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2017-03-31T00:00:00,549264,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2017-06-30T00:00:00,548936,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2017-09-30T00:00:00,553634,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2017-12-31T00:00:00,555932,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2018-03-31T00:00:00,561019,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2018-06-30T00:00:00,563255,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2018-09-30T00:00:00,560730,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2018-12-31T00:00:00,564238,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2019-03-31T00:00:00,563394,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2019-06-30T00:00:00,567664,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2019-09-30T00:00:00,570490,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2019-12-31T00:00:00,576241,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2020-03-31T00:00:00,559734,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
Sweden,Consumer Spending,2020-06-30T00:00:00,516524,Quarterly,SWEDENCONSPE,2020-08-28T10:53:00
